koi_disposition,ra,dec,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_period,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,ra,dec,source
CONFIRMED,294.55917,46.062328,5626.0,3.907,2.057,12.654,49.18394185,11.3364,1646.2,8.2,47.4,669.0,294.55917,46.062328,Kepler
CONFIRMED,285.11047,42.033958,5237.0,4.572,0.826,15.086,20.0261412,1.611,421.2,2.28,23.14,559.0,285.11047,42.033958,Kepler
CANDIDATE,289.89777,42.009151,5697.0,4.46,0.903,15.06,13.61014819,2.594,5732.9,19.02,68.29,733.0,289.89777,42.009151,Kepler
FALSE POSITIVE,286.24356,42.148811,4947.0,4.516,0.802,15.546,10.44331991,2.743,1159.8,2.66,46.94,667.0,286.24356,42.148811,Kepler
CONFIRMED,290.00757,42.116459,5265.0,4.58,0.81,15.001,2.237489571,1.8119,315.8,1.41,427.17,1160.0,290.00757,42.116459,Kepler
FALSE POSITIVE,284.08731,42.233231,5532.0,4.53,0.806,15.33,5.851520671,3.11058,33004.0,14.62,155.89,901.0,284.08731,42.233231,Kepler
CONFIRMED,293.81647,42.212502,5895.0,4.503,0.94,15.533,3.167893418,2.1814,781.2,2.62,526.23,1221.0,293.81647,42.212502,Kepler
CONFIRMED,287.24268,42.301369,5527.0,4.484,0.927,15.604,4.311780262,2.7251,1154.0,3.11,274.84,1038.0,287.24268,42.301369,Kepler
CONFIRMED,287.24268,42.301369,5527.0,4.484,0.927,15.604,20.0504494,4.556,840.9,2.69,35.44,622.0,287.24268,42.301369,Kepler
CONFIRMED,287.24268,42.301369,5527.0,4.484,0.927,15.604,9.76734503,1.6585,569.1,2.67,92.46,791.0,287.24268,42.301369,Kepler
CANDIDATE,291.58377,42.36816,5453.0,4.342,1.062,15.085,119.0207044,8.1405,7430.5,8.98,4.25,366.0,291.58377,42.36816,Kepler
CONFIRMED,294.55917,46.062328,5626.0,3.907,2.057,12.654,190.3200468,15.284,1141.7,7.78,7.8,426.0,294.55917,46.062328,Kepler
FALSE POSITIVE,291.67172,42.343109,6126.0,4.458,1.021,15.618,2.861159894,1.8832,1014.3,4.37,797.1,1355.0,291.67172,42.343109,Kepler
CONFIRMED,292.87338,42.966141,5427.0,4.463,0.929,15.158,26.44439337,3.9783,1843.5,3.91,23.54,562.0,292.87338,42.966141,Kepler
CONFIRMED,292.87338,42.966141,5427.0,4.463,0.929,15.158,51.53997972,6.3994,3644.3,5.51,9.67,450.0,292.87338,42.966141,Kepler
CONFIRMED,292.87338,42.966141,5427.0,4.463,0.929,15.158,5.902245782,2.9003,702.3,2.43,173.74,926.0,292.87338,42.966141,Kepler
CONFIRMED,292.87338,42.966141,5427.0,4.463,0.929,15.158,2.382951591,1.8876,391.6,1.86,583.01,1253.0,292.87338,42.966141,Kepler
CONFIRMED,294.90973,42.935261,5067.0,4.585,0.75,15.859,21.02250608,4.1072,1772.5,3.07,17.48,521.0,294.90973,42.935261,Kepler
CONFIRMED,291.63898,42.436321,5103.0,4.562,0.787,15.599,3.219814777,2.0642,488.2,1.69,234.93,998.0,291.63898,42.436321,Kepler
CONFIRMED,292.13702,42.42942,4072.0,4.696,0.57,15.036,5.912273234,2.3254,961.4,1.73,27.72,585.0,292.13702,42.42942,Kepler
CONFIRMED,292.13702,42.42942,4072.0,4.696,0.57,15.036,8.98581901,2.8606,881.3,1.65,15.9,509.0,292.13702,42.42942,Kepler
CANDIDATE,291.11969,42.507069,5875.0,4.572,0.809,15.215,12.940668656,2.4845,42450.0,22.94,64.64,723.0,291.11969,42.507069,Kepler
FALSE POSITIVE,294.40192,50.172089,5670.0,4.206,1.264,12.003,20.5452375,2.517,218.5,2.41,71.57,742.0,294.40192,50.172089,Kepler
CONFIRMED,289.26874,42.604172,5149.0,4.447,0.93,15.262,33.60123371,4.4056,7425.9,8.46,14.22,495.0,289.26874,42.604172,Kepler
CONFIRMED,289.26874,42.604172,5149.0,4.447,0.93,15.262,6.76652928,2.9004,450.7,1.97,120.48,845.0,289.26874,42.604172,Kepler
CONFIRMED,291.96417,42.69614,5754.0,4.345,1.122,15.024,4.347288783,2.1024,451.6,2.36,449.79,1174.0,291.96417,42.69614,Kepler
CONFIRMED,296.48343,42.663429,4986.0,4.496,0.833,15.024,4.601811819,2.2607,755.9,2.35,152.91,896.0,296.48343,42.663429,Kepler
CONFIRMED,296.48343,42.663429,4986.0,4.496,0.833,15.024,11.18719905,3.252,353.6,1.55,46.65,667.0,296.48343,42.663429,Kepler
CONFIRMED,296.69394,42.62611,3837.0,4.747,0.517,15.692,4.220965778,3.0854,2260.0,2.62,29.68,595.0,296.69394,42.62611,Kepler
FALSE POSITIVE,287.88412,42.832439,5612.0,4.566,0.829,15.877,6.998099523,2.0488,20285.0,588.66,125.22,853.0,287.88412,42.832439,Kepler
CONFIRMED,293.63696,42.82497,4261.0,4.641,0.633,15.019,5.95489993,2.3892,1410.7,2.33,38.52,635.0,293.63696,42.82497,Kepler
CONFIRMED,293.63696,42.82497,4261.0,4.641,0.633,15.019,12.03987488,2.7363,1250.6,2.18,15.06,502.0,293.63696,42.82497,Kepler
CONFIRMED,293.63696,42.82497,4261.0,4.641,0.633,15.019,20.83762895,2.3734,439.0,1.42,7.24,418.0,293.63696,42.82497,Kepler
FALSE POSITIVE,294.46088,38.383461,6200.0,3.8,2.404,12.759,8.8111022,5.0683,401.1,63.66,904.92,1399.0,294.46088,38.383461,Kepler
CONFIRMED,297.46002,42.83992,4919.0,4.566,0.721,15.316,23.58917143,5.073,1200.7,3.16,13.34,487.0,297.46002,42.83992,Kepler
CONFIRMED,290.39273,40.28487,5945.0,4.213,1.302,12.365,6.481633073,3.784,298.5,2.54,406.25,1145.0,290.39273,40.28487,Kepler
CONFIRMED,290.39322,43.363899,5121.0,4.457,0.888,15.193,10.37168928,3.035,1254.9,3.2,63.68,720.0,290.39322,43.363899,Kepler
CONFIRMED,290.39322,43.363899,5121.0,4.457,0.888,15.193,3.96996298,1.1757,299.2,1.78,229.37,992.0,290.39322,43.363899,Kepler
CONFIRMED,292.96555,43.34639,6007.0,4.457,0.961,15.662,4.40841331,5.012,549.4,2.66,398.0,1139.0,292.96555,43.34639,Kepler
FALSE POSITIVE,299.00143,43.399632,5811.0,4.521,0.926,15.26,7.9426176,6.703,1590.7,4.68,140.57,878.0,299.00143,43.399632,Kepler
CONFIRMED,294.90973,42.935261,5067.0,4.585,0.75,15.859,226.8904775,7.558,3136.4,4.53,0.73,236.0,294.90973,42.935261,Kepler
FALSE POSITIVE,295.83536,42.943062,5209.0,4.657,0.603,15.533,1.956811408,2.1958,24905.0,21.58,357.16,1109.0,295.83536,42.943062,Kepler
CANDIDATE,296.68307,42.967869,4820.0,4.667,0.639,15.766,2.688899233,2.11275,37492.0,12.04,175.76,929.0,296.68307,42.967869,Kepler
CONFIRMED,288.64252,43.039291,5097.0,4.597,0.779,15.067,9.439459486,2.8979,3036.1,4.16,52.32,686.0,288.64252,43.039291,Kepler
CONFIRMED,284.48245,44.398041,5644.0,4.162,1.411,12.346,11.523067458,3.8757,507.3,3.13,174.81,927.0,284.48245,44.398041,Kepler
CONFIRMED,288.64252,43.039291,5097.0,4.597,0.779,15.067,20.47748843,2.8364,1382.4,2.92,18.65,530.0,288.64252,43.039291,Kepler
CONFIRMED,288.64252,43.039291,5097.0,4.597,0.779,15.067,3.336123113,1.9616,516.3,1.74,209.79,970.0,288.64252,43.039291,Kepler
CONFIRMED,294.77393,43.056301,3713.0,4.779,0.47,15.847,8.01078456,2.312,1333.6,1.72,9.9,453.0,294.77393,43.056301,Kepler
CONFIRMED,294.77393,43.056301,3713.0,4.779,0.47,15.847,12.07134205,4.3224,759.2,1.29,5.74,395.0,294.77393,43.056301,Kepler
CONFIRMED,294.77393,43.056301,3713.0,4.779,0.47,15.847,20.99587872,2.6333,767.3,1.3,2.74,328.0,294.77393,43.056301,Kepler
CONFIRMED,295.65149,43.029831,5849.0,4.517,0.919,15.031,7.41113177,2.5242,620.5,2.45,158.11,905.0,295.65149,43.029831,Kepler
FALSE POSITIVE,297.97513,43.164909,5472.0,4.499,0.79,15.419,1.000747038,0.9967,1823.5,4.14,1635.2,1620.0,297.97513,43.164909,Kepler
CONFIRMED,291.1376,36.577381,5332.0,4.5,0.843,15.264,8.884922995,2.07004,16053.0,10.51,83.21,770.0,291.1376,36.577381,Kepler
CONFIRMED,282.69952,43.272739,6214.0,4.442,1.076,15.261,8.09888906,4.20241,6911.1,8.95,223.19,986.0,282.69952,43.272739,Kepler
CONFIRMED,283.63077,43.379398,6063.0,4.47,1.001,15.063,10.00653012,5.344,936.1,3.52,139.21,876.0,283.63077,43.379398,Kepler
CONFIRMED,297.45374,41.01099,6823.0,4.308,1.367,11.353,17.855221681,7.41287,9065.2,13.16,163.04,911.0,297.45374,41.01099,Kepler
CANDIDATE,285.16748,43.876339,3950.0,4.721,0.541,15.75,12.732624065,2.2083,6465.7,4.87,8.22,432.0,285.16748,43.876339,Kepler
CANDIDATE,287.85239,43.897991,3960.0,4.746,0.509,15.754,83.92494032,6.7904,7958.7,4.78,0.62,226.0,287.85239,43.897991,Kepler
CONFIRMED,295.53613,43.884449,5865.0,4.563,0.827,15.813,5.007316661,4.2362,6932.3,6.96,234.28,998.0,295.53613,43.884449,Kepler
CONFIRMED,285.16833,44.026459,4500.0,4.656,0.646,15.791,2.211116989,1.6485,724.2,1.85,177.19,931.0,285.16833,44.026459,Kepler
CONFIRMED,285.16833,44.026459,4500.0,4.656,0.646,15.791,27.9541337,3.95,942.5,1.9,6.04,400.0,285.16833,44.026459,Kepler
CONFIRMED,292.92914,48.60281,5869.0,4.024,1.626,12.935,12.69104387,3.7727,252.1,2.57,244.3,1008.0,292.92914,48.60281,Kepler
FALSE POSITIVE,296.41019,43.455391,5600.0,4.368,0.975,15.403,4.409409243,3.8636,12861.0,10.95,347.06,1101.0,296.41019,43.455391,Kepler
CONFIRMED,293.0614,43.58136,5191.0,4.564,0.837,15.258,16.23947096,4.0374,2590.7,4.14,30.14,598.0,293.0614,43.58136,Kepler
CONFIRMED,293.0614,43.58136,5191.0,4.564,0.837,15.258,6.308201629,2.9785,1328.5,2.96,106.44,819.0,293.0614,43.58136,Kepler
CONFIRMED,299.56189,43.503559,5855.0,4.393,1.08,15.257,2.052349884,2.0778,14281.0,13.12,1183.18,1497.0,299.56189,43.503559,Kepler
CONFIRMED,282.23251,43.66563,3906.0,4.73,0.509,15.777,9.7704486,2.4517,1897.8,2.23,10.59,460.0,282.23251,43.66563,Kepler
CONFIRMED,282.23251,43.66563,3906.0,4.73,0.509,15.777,5.169804269,2.153,1037.4,1.66,24.75,569.0,282.23251,43.66563,Kepler
CONFIRMED,290.39273,40.28487,5945.0,4.213,1.302,12.365,21.22261195,6.5093,366.0,2.48,83.56,771.0,290.39273,40.28487,Kepler
CONFIRMED,282.23251,43.66563,3906.0,4.73,0.509,15.777,20.09017037,4.154,1432.1,2.25,4.05,362.0,282.23251,43.66563,Kepler
CONFIRMED,296.98505,43.65852,3561.0,4.855,0.411,15.234,7.11373257,2.1764,807.6,1.16,8.01,429.0,296.98505,43.65852,Kepler
CONFIRMED,296.98505,43.65852,3561.0,4.855,0.411,15.234,3.306551643,1.8177,509.2,0.91,22.19,554.0,296.98505,43.65852,Kepler
CONFIRMED,296.98505,43.65852,3561.0,4.855,0.411,15.234,15.36845737,2.4714,756.1,1.11,2.86,332.0,296.98505,43.65852,Kepler
CONFIRMED,281.96063,43.70311,5942.0,4.327,1.142,15.425,13.81020318,3.048,1309.7,4.56,113.75,833.0,281.96063,43.70311,Kepler
CONFIRMED,290.26328,44.55645,6077.0,4.471,0.999,15.399,4.093578461,2.5833,538.6,2.85,461.07,1182.0,290.26328,44.55645,Kepler
CONFIRMED,290.26328,44.55645,6077.0,4.471,0.999,15.399,105.145959,8.593,685.4,3.43,6.09,401.0,290.26328,44.55645,Kepler
CONFIRMED,295.57935,44.545959,4201.0,4.682,0.591,15.058,10.8484518,2.9993,1675.6,2.34,14.66,499.0,295.57935,44.545959,Kepler
CONFIRMED,295.57935,44.545959,4201.0,4.682,0.591,15.058,6.66833241,1.915,362.3,1.18,28.06,587.0,295.57935,44.545959,Kepler
CONFIRMED,284.83047,44.658138,5655.0,4.581,0.794,15.198,4.082274889,3.23015,17859.0,10.55,251.48,1016.0,284.83047,44.658138,Kepler
CANDIDATE,288.72665,44.60751,5662.0,4.61,0.738,15.371,3.886655224,3.1646,581.6,1.87,246.29,1010.0,288.72665,44.60751,Kepler
CONFIRMED,285.16833,44.026459,4500.0,4.656,0.646,15.791,42.1406089,5.083,895.5,1.85,3.49,349.0,285.16833,44.026459,Kepler
CONFIRMED,285.16833,44.026459,4500.0,4.656,0.646,15.791,4.617490562,2.2618,575.8,1.62,66.47,728.0,285.16833,44.026459,Kepler
CONFIRMED,285.16833,44.026459,4500.0,4.656,0.646,15.791,10.19849255,2.4283,634.1,1.75,23.11,559.0,285.16833,44.026459,Kepler
FALSE POSITIVE,296.50754,44.036072,5865.0,4.563,0.827,15.289,5.795063956,3.2496,1692.9,4.33,192.74,950.0,296.50754,44.036072,Kepler
CONFIRMED,289.59476,44.141949,5029.0,4.494,0.838,15.46,7.15681552,2.5882,867.0,2.47,88.23,782.0,289.59476,44.141949,Kepler
CONFIRMED,289.59476,44.141949,5029.0,4.494,0.838,15.46,17.64830851,2.0873,763.3,2.43,26.49,579.0,289.59476,44.141949,Kepler
CONFIRMED,289.59476,44.141949,5029.0,4.494,0.838,15.46,4.14810719,2.535,175.2,1.08,182.76,938.0,289.59476,44.141949,Kepler
CONFIRMED,296.56622,44.105862,5527.0,4.488,0.866,15.223,16.51410989,4.1575,973.5,2.72,43.57,655.0,296.56622,44.105862,Kepler
CONFIRMED,296.56622,44.105862,5527.0,4.488,0.866,15.223,30.1329298,5.172,1015.8,3.14,19.55,536.0,296.56622,44.105862,Kepler
CONFIRMED,296.56622,44.105862,5527.0,4.488,0.866,15.223,4.79090809,2.603,251.3,1.36,227.24,990.0,296.56622,44.105862,Kepler
CONFIRMED,292.92914,48.60281,5869.0,4.024,1.626,12.935,31.71981013,4.819,363.4,3.09,71.97,743.0,292.92914,48.60281,Kepler
CONFIRMED,296.56622,44.105862,5527.0,4.488,0.866,15.223,99.6415962,4.448,952.5,2.64,3.97,360.0,296.56622,44.105862,Kepler
CONFIRMED,298.63565,44.17094,5560.0,4.246,1.21,15.113,4.708326451,3.16114,7912.7,10.6,431.02,1162.0,298.63565,44.17094,Kepler
FALSE POSITIVE,298.67862,44.175499,4187.0,4.656,0.592,15.654,16.37198661,3.8449,4147.6,540.37,8.71,438.0,298.67862,44.175499,Kepler
CONFIRMED,284.43051,44.48053,5198.0,4.589,0.801,15.651,5.392026903,2.9804,1151.4,2.68,123.33,850.0,284.43051,44.48053,Kepler
CANDIDATE,284.75943,45.599129,5569.0,4.566,0.829,15.251,2.494170338,1.1221,863.7,2.42,480.19,1194.0,284.75943,45.599129,Kepler
CONFIRMED,285.55481,45.578861,6123.0,4.413,1.107,15.649,6.491682808,4.301,7163.3,9.66,301.54,1062.0,285.55481,45.578861,Kepler
FALSE POSITIVE,293.68494,45.51683,5525.0,4.603,0.753,15.621,3.044770796,10.0134,1695.0,24.54,317.36,1076.0,293.68494,45.51683,Kepler
CONFIRMED,296.39316,45.568562,6033.0,4.46,1.046,15.272,3.855603916,3.2179,16653.0,13.61,508.65,1212.0,296.39316,45.568562,Kepler
FALSE POSITIVE,296.39542,45.56992,5936.0,4.501,0.965,15.054,3.855599139,3.183,1030.9,3.57,425.74,1158.0,296.39542,45.56992,Kepler
CONFIRMED,288.90222,49.370491,5510.0,4.539,0.879,13.779,38.47876629,5.04169,23530.0,13.26,13.01,484.0,288.90222,49.370491,Kepler
FALSE POSITIVE,282.30603,44.714661,6140.0,4.354,1.096,15.505,37.601661282,8.30604,59130.0,27.22,31.86,606.0,282.30603,44.714661,Kepler
CONFIRMED,293.45483,44.792789,5609.0,4.481,0.944,15.142,3.314947362,1.8007,1398.2,3.94,421.03,1155.0,293.45483,44.792789,Kepler
FALSE POSITIVE,301.04956,44.706299,5931.0,4.479,0.866,15.172,6.71969089,3.0231,969.7,4.37,194.18,952.0,301.04956,44.706299,Kepler
CONFIRMED,283.97751,44.811562,5231.0,4.455,0.9,15.011,39.6431552,6.5292,15664.0,10.98,11.74,472.0,283.97751,44.811562,Kepler
FALSE POSITIVE,290.63898,44.806789,6257.0,4.41,1.147,15.631,51.42598578,16.9422,66068.0,29.66,21.4,549.0,290.63898,44.806789,Kepler
CONFIRMED,291.71732,44.88731,5481.0,4.629,0.708,15.067,21.80451611,3.4097,1144.9,2.6,20.48,543.0,291.71732,44.88731,Kepler
CONFIRMED,291.84198,44.858089,5196.0,4.593,0.775,15.532,10.28194593,3.4366,1110.7,2.53,50.6,680.0,291.84198,44.858089,Kepler
CONFIRMED,291.84198,44.858089,5196.0,4.593,0.775,15.532,18.11993039,4.2309,1506.9,2.95,23.77,563.0,291.84198,44.858089,Kepler
CONFIRMED,291.84198,44.858089,5196.0,4.593,0.775,15.532,3.78402867,1.9012,426.1,1.7,191.78,949.0,291.84198,44.858089,Kepler
CONFIRMED,294.84689,45.034409,5431.0,4.457,0.884,15.365,5.15448142,3.228,697.5,2.94,204.1,964.0,294.84689,45.034409,Kepler
FALSE POSITIVE,297.47586,41.114288,5855.0,3.999,1.796,13.109,33.80364366,11.4813,13494.0,20.7,72.71,745.0,297.47586,41.114288,Kepler
CONFIRMED,291.09235,45.115528,5897.0,4.531,0.891,15.543,5.743469797,3.4412,1240.2,3.13,219.95,982.0,291.09235,45.115528,Kepler
CANDIDATE,291.20804,45.244389,6225.0,4.45,1.031,15.229,39.4759093,2.968,1012.6,4.06,26.13,577.0,291.20804,45.244389,Kepler
FALSE POSITIVE,289.72748,45.367661,6108.0,4.471,0.997,15.217,19.974485239,4.23479,40293.0,26.56,56.84,700.0,289.72748,45.367661,Kepler
CONFIRMED,286.36011,45.414291,6007.0,4.47,0.998,15.603,3.166353562,3.3129,1473.4,3.82,621.92,1273.0,286.36011,45.414291,Kepler
FALSE POSITIVE,294.71768,45.48576,6192.0,4.503,0.924,15.453,23.899634407,3.81881,20953.0,44.04,42.8,652.0,294.71768,45.48576,Kepler
CONFIRMED,292.58044,46.097389,5553.0,4.221,1.25,15.065,3.388012244,2.6849,280.1,2.11,705.93,1315.0,292.58044,46.097389,Kepler
CONFIRMED,292.58044,46.097389,5553.0,4.221,1.25,15.065,5.83909761,3.1915,273.6,2.06,341.48,1097.0,292.58044,46.097389,Kepler
CONFIRMED,292.58044,46.097389,5553.0,4.221,1.25,15.065,1.620467654,2.1888,159.6,1.57,1893.42,1681.0,292.58044,46.097389,Kepler
CONFIRMED,292.58044,46.097389,5553.0,4.221,1.25,15.065,10.6816951,3.605,307.8,2.3,152.75,897.0,292.58044,46.097389,Kepler
CONFIRMED,297.04562,46.027359,5085.0,4.584,0.712,15.017,6.104849417,4.6912,2090.3,3.18,89.25,784.0,297.04562,46.027359,Kepler
CONFIRMED,289.60797,44.345421,5524.0,4.421,0.994,13.938,3.578780566,2.91089,11382.0,10.43,406.6,1145.0,289.60797,44.345421,Kepler
FALSE POSITIVE,297.78848,45.565418,5450.0,4.552,0.811,15.653,3.187067566,3.119,1037.4,23.88,319.76,1079.0,297.78848,45.565418,Kepler
CONFIRMED,288.1647,45.816509,5561.0,4.362,1.06,15.843,5.826657508,2.9183,1539.1,4.09,248.57,1013.0,288.1647,45.816509,Kepler
CONFIRMED,288.1647,45.816509,5561.0,4.362,1.06,15.843,12.41216347,3.739,611.3,2.58,90.65,787.0,288.1647,45.816509,Kepler
CONFIRMED,288.1647,45.816509,5561.0,4.362,1.06,15.843,18.74649011,3.895,796.8,3.05,52.38,686.0,288.1647,45.816509,Kepler
CONFIRMED,294.02301,45.853081,6035.0,4.22,1.257,15.237,20.86021229,5.1937,1910.5,5.5,87.76,781.0,294.02301,45.853081,Kepler
CONFIRMED,294.02301,45.853081,6035.0,4.22,1.257,15.237,42.63427848,6.1998,1719.3,5.22,33.82,615.0,294.02301,45.853081,Kepler
CONFIRMED,294.02301,45.853081,6035.0,4.22,1.257,15.237,87.6476068,8.871,1009.6,4.0,12.94,484.0,294.02301,45.853081,Kepler
CANDIDATE,294.02301,45.853081,6035.0,4.22,1.257,15.237,9.61731426,3.8692,234.0,1.94,246.13,1010.0,294.02301,45.853081,Kepler
CONFIRMED,283.73203,45.958771,3582.0,4.807,0.458,15.073,9.467821474,2.4327,2237.0,2.13,6.47,407.0,283.73203,45.958771,Kepler
CONFIRMED,283.73203,45.958771,3582.0,4.807,0.458,15.073,0.893040969,1.0981,741.7,1.24,151.14,893.0,283.73203,45.958771,Kepler
CONFIRMED,296.20059,49.140121,5514.0,4.459,0.978,13.758,4.942783419,3.25346,11145.0,10.62,244.42,1008.0,296.20059,49.140121,Kepler
CONFIRMED,293.01828,45.914688,5537.0,4.549,0.88,15.412,20.83426731,4.0454,988.4,2.74,29.62,595.0,293.01828,45.914688,Kepler
CONFIRMED,296.06424,45.976841,5344.0,4.365,1.013,15.596,9.94602357,3.3862,994.5,3.12,100.34,807.0,296.06424,45.976841,Kepler
CONFIRMED,296.06424,45.976841,5344.0,4.365,1.013,15.596,1.04562195,1.8955,213.0,1.45,2031.84,1710.0,296.06424,45.976841,Kepler
CONFIRMED,296.06424,45.976841,5344.0,4.365,1.013,15.596,5.71462396,2.336,297.8,1.78,210.16,971.0,296.06424,45.976841,Kepler
FALSE POSITIVE,296.81772,46.781509,5047.0,3.066,7.119,13.608,102.9641952,15.735,1896.7,39.0,95.4,797.0,296.81772,46.781509,Kepler
CONFIRMED,290.41327,38.34375,5896.0,4.197,1.24,14.925,8.14515981,5.073,446.8,3.43,287.91,1050.0,290.41327,38.34375,Kepler
CONFIRMED,290.41327,38.34375,5896.0,4.197,1.24,14.925,18.9985279,4.529,430.7,43.17,93.03,792.0,290.41327,38.34375,Kepler
CONFIRMED,290.41327,38.34375,5896.0,4.197,1.24,14.925,4.24439049,3.282,174.0,2.07,686.99,1305.0,290.41327,38.34375,Kepler
CANDIDATE,293.22391,38.033581,6520.0,4.375,1.215,14.96,90.1240507,11.649,3020.3,7.12,13.09,485.0,293.22391,38.033581,Kepler
CONFIRMED,296.98102,43.209751,5551.0,4.508,0.812,13.771,28.5742692,4.9427,824.9,2.32,19.83,538.0,296.98102,43.209751,Kepler
CANDIDATE,287.58679,47.600021,6449.0,4.232,1.309,13.997,856.672115,23.144,858.1,3.87,0.81,242.0,287.58679,47.600021,Kepler
CANDIDATE,281.55118,47.469959,5630.0,4.505,0.954,13.248,0.689210173,1.6169,195.0,1.32,3362.71,1943.0,281.55118,47.469959,Kepler
CONFIRMED,296.23215,47.678959,5757.0,4.597,0.762,14.657,7.34373964,1.1784,574.4,1.84,117.5,839.0,296.23215,47.678959,Kepler
FALSE POSITIVE,297.10349,47.64357,6167.0,4.444,1.064,15.343,0.445277068,3.539,186.7,35.74,10177.11,2562.0,297.10349,47.64357,Kepler
FALSE POSITIVE,290.91119,38.335579,5075.0,3.892,1.783,13.787,0.379463865,0.86896,1973.3,59.56,19256.81,3000.0,290.91119,38.335579,Kepler
FALSE POSITIVE,281.66916,42.038639,6113.0,4.512,0.917,15.212,9.88047978,2.78458,18541.0,23.6,129.45,860.0,281.66916,42.038639,Kepler
FALSE POSITIVE,295.26682,38.61124,6980.0,3.577,3.482,10.963,4.6484156,38.1939,128.4,5.06,6152.88,2259.0,295.26682,38.61124,Kepler
FALSE POSITIVE,287.61633,39.127239,6224.0,4.33,1.132,12.336,17.512014768,1.8248,4511.7,13.66,98.77,804.0,287.61633,39.127239,Kepler
CANDIDATE,289.09323,49.424484,4813.0,2.472,13.652,6.974,3.9886021,1.7376,673.5,34.39,23135.72,3145.0,289.09323,49.424484,Kepler
CANDIDATE,286.0192,48.866741,8523.0,3.559,4.051,7.748,0.533059312,1.8621,1495.8,133.56,277887.7,5862.0,286.0192,48.866741,Kepler
FALSE POSITIVE,295.09866,41.007038,5582.0,4.497,0.846,15.058,0.525154153,2.1441,747.5,23.61,4391.51,2073.0,295.09866,41.007038,Kepler
FALSE POSITIVE,298.13589,41.332062,5758.0,4.475,0.902,13.555,1.303861044,4.0541,598.2,27.85,1595.19,1610.0,298.13589,41.332062,Kepler
FALSE POSITIVE,298.77325,41.214729,5948.0,4.508,0.901,14.554,2.55549176,9.083,113.8,23.35,701.68,1312.0,298.77325,41.214729,Kepler
FALSE POSITIVE,292.61194,43.305141,8090.0,4.002,2.234,10.47,2.947376671,2.0911,433.2,403.59,7903.84,2404.0,292.61194,43.305141,Kepler
CONFIRMED,291.65317,44.688271,5873.0,4.293,1.235,13.492,224.7789355,11.1899,3487.5,7.67,2.92,333.0,291.65317,44.688271,Kepler
FALSE POSITIVE,291.17068,38.008591,4768.0,4.628,0.711,15.723,0.890110752,0.8774,321.5,1.25,838.42,1372.0,291.17068,38.008591,Kepler
FALSE POSITIVE,294.52557,38.204632,5772.0,3.364,4.434,14.313,5.76573396,2.924,248.0,7.47,3518.78,1964.0,294.52557,38.204632,Kepler
CONFIRMED,292.7131,38.358212,6049.0,4.353,1.176,14.818,7.42608123,3.6379,443.3,2.47,273.78,1037.0,292.7131,38.358212,Kepler
CONFIRMED,292.7131,38.358212,6049.0,4.353,1.176,14.818,15.9868932,4.158,178.5,1.62,98.51,803.0,292.7131,38.358212,Kepler
FALSE POSITIVE,289.7962,38.351181,5901.0,4.553,0.848,15.401,0.73094589,4.32,250.2,17.12,3248.17,1922.0,289.7962,38.351181,Kepler
CONFIRMED,286.49042,38.374908,4941.0,3.317,4.885,14.604,18.92537246,3.9835,640.9,13.92,443.58,1171.0,286.49042,38.374908,Kepler
FALSE POSITIVE,292.77588,47.461689,6215.0,3.849,2.188,13.079,0.933749106,4.256,186.2,3.22,15822.49,2863.0,292.77588,47.461689,Kepler
FALSE POSITIVE,295.79526,47.66396,6253.0,4.415,1.015,14.187,2.037440623,3.442,118.6,1.19,1448.05,1572.0,295.79526,47.66396,Kepler
CANDIDATE,296.82162,47.354031,4500.0,4.572,0.726,13.447,129995.7784,9.408,1474.9,2.99,0.0,25.0,296.82162,47.354031,Kepler
CONFIRMED,295.92065,47.448608,5676.0,4.1,1.487,13.29,31.5925809,13.566,145.1,1.78,53.09,688.0,295.92065,47.448608,Kepler
CONFIRMED,295.92065,47.448608,5676.0,4.1,1.487,13.29,17.157236,11.284,110.4,1.55,119.87,844.0,295.92065,47.448608,Kepler
CONFIRMED,292.0683,38.84227,3807.0,4.762,0.503,15.715,1.97376085,1.82542,30222.0,8.78,76.1,753.0,292.0683,38.84227,Kepler
CANDIDATE,282.00031,48.542221,7221.0,3.488,4.24,9.275,13.118962443,4.3045,372.2,8.25,2310.43,1768.0,282.00031,48.542221,Kepler
FALSE POSITIVE,297.31006,49.703041,6013.0,4.381,1.033,13.652,4.618767792,5.9957,4399.1,7.48,442.78,1170.0,297.31006,49.703041,Kepler
CANDIDATE,282.00031,48.542221,7221.0,3.488,4.24,9.275,7.82187328,3.8417,42.2,2.78,4601.71,2101.0,282.00031,48.542221,Kepler
CANDIDATE,295.80267,45.988079,6247.0,4.016,1.762,9.582,53.5057611,10.5616,195.6,2.52,49.16,675.0,295.80267,45.988079,Kepler
CONFIRMED,287.36182,38.714016,6202.0,4.026,1.733,8.224,2.785821236,3.5599,68.9,1.69,2388.98,1784.0,287.36182,38.714016,Kepler
FALSE POSITIVE,290.94437,38.538868,7240.0,4.178,1.717,9.729,52.56901867,6.7507,26900.0,78.54,69.62,737.0,290.94437,38.538868,Kepler
