kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,radius,density,esc_vel,temperature,ESI,ESI_n_components
2012722,K06257.01,FALSE POSITIVE,0.0,2.32539968,132.12985,1.004,16.791,288.1,9.76,2501,9234.82,79.9,2,7046,3.831,2.724,291.01147,37.43364,11.661,0.3832252382322636,,,0.00015050632376615604,0.007594591613822784,2
2013883,K06258.01,FALSE POSITIVE,0.0,0.764597756,131.69552,0.345,1.119,16.6,0.72,2708,12721.72,12.0,1,6218,4.066,1.726,291.2832,37.419601,11.215,0.9036815295086313,,,0.00010093787631137669,0.00955069078393903,2
2161949,K06259.01,CANDIDATE,0.813,4.78113942,131.7043,0.118,2.733,105.8,1.14,1130,386.46,9.6,1,5683,4.326,1.115,291.8129,37.55587,14.595,0.9621687483349601,,,0.006558493453429119,0.07943788414257347,2
2161949,K06259.02,CANDIDATE,0.967,7.18864064,133.14566,0.424,2.364,133.5,1.3,987,223.87,9.3,2,5683,4.326,1.115,291.8129,37.55587,14.595,0.9234262819589574,,,0.011868904255828289,0.10469029624509792,2
2162994,K06260.01,FALSE POSITIVE,0.0,4.101595158,132.6324315,0.394,6.10362,366580.0,51.08,1028,264.23,3809.8,1,5610,4.533,0.808,292.05801,37.592049,14.162,0.15598564801261136,,,0.009947400306918151,0.039391010178916164,2
2167444,K06261.01,FALSE POSITIVE,0.0,2.43574046,133.47404,0.997,22.25,6223.0,24.62,2102,4614.94,74.6,1,7239,4.129,1.781,292.99991,37.580139,14.141,0.23372060188305713,,,0.0003562026697671835,0.009124248044104126,2
4078693,K06386.01,FALSE POSITIVE,0.0,2.756536015,133.025652,1.239,1.5908,3590.8,57.46,1580,1472.73,100.1,1,5496,4.02,1.669,296.57791,39.111519,13.485,0.14604193388828554,,,0.001408881648840111,0.014344190483130313,2
4142768,K06387.01,FALSE POSITIVE,0.0,13.99585365,131.65924,2.095,5.0308,19681.0,368.42,1202,493.55,118.1,1,5638,3.597,2.703,287.26285,39.260021,12.12,0.0510623111015199,,,0.00497482811160626,0.015938200046160346,2
4149684,K06388.01,FALSE POSITIVE,0.0,4.320850062,132.4183917,1.087,4.26661,75927.0,59.16,1221,524.62,1691.5,1,6098,4.384,1.083,289.50229,39.211605,13.928,0.14367514225438288,,,0.00463523225047876,0.025806349082534694,2
4150703,K06389.01,FALSE POSITIVE,0.0,8.6532378,134.3027,0.359,2.974,126.0,0.96,793,93.75,9.0,1,5561,4.561,0.854,289.76437,39.246231,14.815,0.9883158029390179,,,0.029813302402008555,0.1716535985690508,2
4157488,K06390.01,FALSE POSITIVE,0.0,5.197420145,132.5674705,1.025,6.78534,91307.0,81.49,1416,949.86,4262.1,1,6248,4.05,1.528,291.60318,39.228329,13.961,0.12001578067895588,,,0.0023526490260809183,0.016803422554012223,2
4160669,K06391.01,FALSE POSITIVE,0.0,2.183517999,132.692938,1.214,4.2703,1321.6,4633.66,9791,2169685.72,147.7,1,3198,0.047,162.725,292.32391,39.299351,11.296,0.01207693992890295,,,1.1590124823854466e-07,3.7412997910642934e-05,2
4174507,K06393.01,FALSE POSITIVE,0.0,1.945914237,133.042081,1.273,2.8712,9880.5,35.94,1417,955.56,299.2,1,5967,4.516,0.83,295.47385,39.213829,15.439,0.18972032921616563,,,0.0023449597815844393,0.02109233372011897,2
5091614,K06515.01,FALSE POSITIVE,0.0,21.14245855,138.3916328,0.971,5.17846,73961.0,41.68,672,48.12,3830.9,1,6079,4.495,0.945,289.48297,40.292751,14.083,0.17472666329748526,,,0.057820784147419965,0.10051284834946635,2
5983348,K06644.01,FALSE POSITIVE,0.0,25.15078845,150.345557,1.025,7.72717,37583.0,39.12,686,52.23,1504.9,1,6015,4.329,1.101,297.73364,41.250912,15.048,0.18099699753754428,,,0.053333302654629995,0.09825053510922559,2
5990753,K06645.01,FALSE POSITIVE,0.0,7.21636091,133.88924,0.017,2.218,384.7,18.03,2146,5009.17,37.2,1,5029,2.909,9.476,299.30551,41.263519,10.916,0.27688981950974106,,,0.00032172784884653983,0.00943838789192178,2
6019971,K06646.01,CANDIDATE,1.0,7.1356633,135.09646,0.735,1.789,255.5,1.38,751,75.39,9.8,1,4926,4.522,0.793,282.58801,41.347092,15.125,0.905603791277757,,,0.03719141500952157,0.18352298612328433,2
6029130,K06647.01,FALSE POSITIVE,0.0,12.59165638,134.7421233,0.629,5.53385,302580.0,49.21,642,40.23,3990.5,1,5293,4.604,0.756,287.03979,41.328869,14.832,0.15927098698508046,,,0.06902757310303374,0.10485270476866573,2
6041511,K06649.01,FALSE POSITIVE,0.0,0.97705114,132.1871,0.603,2.33,20.1,0.77,2501,9261.1,7.4,1,6527,4.162,1.631,291.53125,41.389069,13.566,0.9237236204122891,,,0.00015050632376615604,0.011790939160398455,2
6042116,K06650.01,FALSE POSITIVE,0.0,5.407157086,136.5956575,1.062,5.8919,74653.0,125.96,1984,3667.86,2882.0,1,7617,3.856,2.439,291.71811,41.389969,11.3,0.09386354591857048,,,0.0004724969316897155,0.006659597393539738,2
6042663,K06651.01,FALSE POSITIVE,0.0,30.97176647,151.5322506,0.763,8.31171,228680.0,51.72,523,17.73,3245.9,1,5633,4.558,0.829,291.89954,41.305889,15.596,0.1549034600504394,,,0.1481907482871636,0.15150993253627093,2
6044064,K06652.01,FALSE POSITIVE,0.0,5.06318803,133.707285,3.4,13.8913,662680.0,302.18,908,160.52,1602.7,1,5375,4.531,0.752,292.35315,41.324242,15.001,0.057150203979990766,,,0.01695967302677398,0.031132760444812477,2
6859813,K06778.01,FALSE POSITIVE,0.0,10.88242209,132.6767451,0.788,5.51934,206810.0,63.14,894,150.98,4284.2,1,6200,4.422,1.045,290.8067,42.343929,12.068,0.13852354361354838,,,0.01811139649999246,0.050088469960350886,2
6863840,K06779.01,FALSE POSITIVE,0.0,1.926366998,131.7468446,0.498,3.98088,399530.0,53.63,1204,497.84,1093.2,1,5176,4.542,0.76,292.05487,42.334969,15.138,0.1517928493208808,,,0.004937730975611255,0.02737722144352865,2
6864569,K06780.01,FALSE POSITIVE,0.0,2.325185422,133.265218,1.247,7.2871,268.5,81.88,3738,46102.7,256.3,2,11076,3.989,2.896,292.26715,42.321289,10.052,0.11969354901248308,,,1.940715246825664e-05,0.001524109889460733,2
6864859,K06782.01,FALSE POSITIVE,0.0,40.87784199,158.3207395,0.71,9.88456,256090.0,164.06,915,166.06,5260.3,1,6807,3.848,2.59,292.35025,42.393429,11.663,0.08082230801593368,,,0.016416299127495437,0.036425309670120025,2
6867219,K06783.01,CANDIDATE,0.866,11.8496351,140.3663,0.607,3.319,183.8,1.31,802,97.71,9.6,1,6032,4.508,0.929,293.02472,42.325089,15.472,0.9211455724788267,,,0.028465420189676124,0.1619283661884772,2
6877673,K06784.01,FALSE POSITIVE,0.0,36.75892725,156.0924573,0.298,15.5723,261730.0,51.31,575,25.82,4263.6,1,6085,4.438,0.979,295.76584,42.391331,13.676,0.15559434442384476,,,0.10476524125087895,0.12767489585206815,2
6878408,K06786.01,CANDIDATE,0.556,455.62395,581.8806,0.335,13.07,1112.1,3.0,228,0.64,14.0,1,5883,4.53,0.892,295.93283,42.39669,15.975,0.6736167884328451,,,0.5016935146638911,0.5813339609256256,2
7741048,K06911.01,FALSE POSITIVE,0.001,0.843400322,131.57039,0.489,1.7606,43.7,0.65,1941,3371.24,23.8,1,5982,4.493,0.96,287.02686,43.405682,13.018,0.8729349113535094,,,0.0005256579964233265,0.021421139477396153,2
7751562,K06912.01,FALSE POSITIVE,0.0,17.04215521,142.4257555,0.455,7.80412,55165.0,24.93,760,78.98,2046.2,1,6197,4.449,1.035,291.28461,43.405289,15.252,0.2321237953868657,,,0.035443899815699384,0.09070486507642228,2
7769072,K06914.01,FALSE POSITIVE,0.0,0.60886299,132.0506751,1.294,1.27896,2019.5,158.5,3651,42225.89,457.8,1,5022,3.311,4.167,296.83969,43.408051,13.886,0.08241637445051948,,,2.192318681195502e-05,0.00134418360853076,2
7769815,K06915.01,FALSE POSITIVE,0.0,4.43529675,134.7488,0.353,2.117,181.9,1.15,1026,261.33,9.6,1,5659,4.511,0.842,297.01929,43.478802,15.738,0.9596153258135791,,,0.010032180087112003,0.09811744881984287,2
7777365,K06916.01,FALSE POSITIVE,0.0,0.88512187,131.8821,0.766,3.349,136.0,1.05,1659,1797.86,9.9,1,5392,4.521,0.819,298.83493,43.41951,15.871,0.9860237975973267,,,0.0011181381049574209,0.03320407776897884,2
7798259,K06917.01,FALSE POSITIVE,0.0,1.734221252,132.833439,0.553,2.4577,289820.0,42.06,1114,363.79,542.2,1,4765,4.584,0.702,280.34384,43.596142,15.726,0.17384608025585252,,,0.006987205902359645,0.03485252297991899,2
8453191,K07043.01,FALSE POSITIVE,0.0,5.776764285,131.5421677,0.88,6.99715,153900.0,117.51,1542,1336.82,3033.4,1,6263,3.875,2.072,298.79752,44.417992,13.356,0.09762178594281261,,,0.0015800847327177548,0.012419770269569358,2
8453324,K07044.01,FALSE POSITIVE,0.0,1.26227317,132.0407385,1.247,3.30141,7342.5,369.2,3790,48665.04,1159.9,1,4927,2.882,9.356,298.82861,44.48914,11.516,0.051000958864987685,,,1.8065998167922338e-05,0.0009598870920150713,2
8479107,K07045.01,FALSE POSITIVE,0.67,0.76757669,131.819082,0.821,2.04757,157610.0,34.23,1530,1294.42,431.3,1,5182,4.635,0.627,284.12561,44.550571,14.952,0.19491573096440484,,,0.0016391685517379636,0.01787455555911447,2
8479386,K07046.01,FALSE POSITIVE,0.0,5.860377067,134.8440004,0.526,10.4634,361620.0,78.14,1191,475.44,3044.1,1,6267,4.284,1.158,284.27853,44.594028,13.955,0.12288570102773917,,,0.005184836270953039,0.025241676645383786,2
8488876,K07047.01,FALSE POSITIVE,0.0,5.801881299,136.9821453,0.81,4.21133,34470.0,62.9,2001,3784.87,3642.0,1,7259,3.739,3.009,289.40515,44.51548,12.368,0.13881986201316623,,,0.00045324595234920326,0.007932183845773023,2
8504570,K07048.01,FALSE POSITIVE,0.0,4.00770453,134.8009815,0.835,5.50884,168780.0,92.08,1699,1969.22,1753.5,1,7162,4.185,1.631,295.23688,44.507671,13.251,0.11203119384545676,,,0.0009981903316540128,0.010574897377288893,2
8509346,K07049.01,FALSE POSITIVE,0.0,6.099032889,135.5223947,0.891,4.82208,55374.0,36.68,1183,462.81,2884.0,1,6356,4.297,1.141,296.71408,44.577209,13.745,0.18758749668824504,,,0.005344151282630851,0.031662216615897174,2
8517433,K07050.01,FALSE POSITIVE,0.001,0.652956712,131.52361,0.26,0.627,50.0,0.76,2146,4984.96,12.7,1,5812,4.419,1.055,298.78268,44.57465,13.506,0.9198322336560598,,,0.00032172784884653983,0.017202780177455967,2
9474222,K07177.01,FALSE POSITIVE,0.0,13.69179001,133.7914664,0.269,5.64674,97564.0,49.2,994,230.66,8326.3,1,6295,4.158,1.554,295.37402,46.04274,13.275,0.15928907076491533,,,0.011511774585024764,0.04282172201702967,2
9474969,K07178.01,FALSE POSITIVE,0.0,21.57050843,151.7931354,0.388,13.8604,134180.0,63.68,923,171.91,8616.1,1,6322,4.003,1.692,295.62891,46.05135,12.462,0.13786314802213165,,,0.01582024259047724,0.04670148226766464,2
9509207,K07181.01,FALSE POSITIVE,0.0,14.19984009,135.748091,0.772,5.98531,214600.0,85.76,907,159.99,1408.6,1,5864,4.139,1.414,282.66821,46.16013,13.135,0.11661246019057306,,,0.017039017384423448,0.04457534897706984,2
9513168,K07182.01,CANDIDATE,0.986,6.853888,136.5231,0.469,2.561,653.8,1.74,613,33.32,8.2,1,4199,4.609,0.684,284.95761,46.14381,16.538,0.8357363205334799,,,0.0823745630337466,0.2623802854929779,2
9520700,K07183.01,FALSE POSITIVE,0.0,2.136834989,133.617975,0.559,4.34882,346180.0,66.59,1415,948.25,644.7,1,5753,4.42,0.989,289.33817,46.152828,14.902,0.13444792472815928,,,0.0023603680200222055,0.01781422414495506,2
9529294,K07184.01,FALSE POSITIVE,0.0,2.51690133,133.49353,0.093,2.521,59.6,0.97,1430,986.6,10.0,1,5403,4.201,1.284,293.013,46.166561,14.587,0.9912911687743766,,,0.0022476476343695454,0.04720247080892217,2
10296163,K07309.01,FALSE POSITIVE,0.0,9.296746368,135.6856399,1.623,6.88069,213840.0,400.4,1552,1370.16,4407.8,1,6461,3.67,2.884,299.16693,47.356098,13.211,0.04870213471808767,,,0.0015327594596098405,0.008639945468134722,2
10330495,K07310.01,FALSE POSITIVE,0.0,18.0600782,138.611105,0.328,11.5759,58975.0,20.71,618,34.4,1797.6,1,5330,4.464,0.855,287.87509,47.445759,14.724,0.2568567588836492,,,0.07986971127175684,0.14323084573595285,2
10332789,K07311.01,FALSE POSITIVE,0.0,18.74072534,135.2072208,0.203,5.19791,125480.0,35.61,717,62.46,2964.7,1,6122,4.471,0.996,289.0368,47.46595,15.861,0.19069321994023702,,,0.04477863316252979,0.09240661092305834,2
10340228,K07312.01,FALSE POSITIVE,0.0,0.93371313,131.5534,0.133,2.971,66.0,0.69,1642,1724.34,8.9,1,5436,4.548,0.869,292.11972,47.485619,15.788,0.8909137416050414,,,0.0011742151332120405,0.03234384636649144,2
10341787,K07313.01,FALSE POSITIVE,0.0,0.93373716,132.46828,0.793,5.015,144.9,1.14,1666,1811.1,16.0,1,5390,4.479,0.852,292.72198,47.4548,15.926,0.9621687483349601,,,0.001095969368560974,0.03247318086608962,2
10342097,K07314.01,FALSE POSITIVE,0.0,0.933735579,131.53509,0.565,3.892,351.4,10.28,3696,43890.28,27.1,1,5016,3.013,5.344,292.85236,47.498039,13.505,0.3730533211759467,,,2.0576693921274084e-05,0.0027705963268134554,2
10345862,K07315.01,FALSE POSITIVE,0.0,58.28819056,135.87642,0.499,21.6014,156160.0,42.57,462,10.79,2927.4,1,5463,4.353,1.044,294.25418,47.43779,14.231,0.1726832399113169,,,0.22925330628780202,0.19896784587002778,2
10346522,K07316.01,FALSE POSITIVE,0.0,3.989144446,132.572437,0.252,20.7947,630520.0,60.26,996,233.19,2055.9,1,5538,4.555,0.719,294.48337,47.45266,14.404,0.14219889180154133,,,0.011412075207604271,0.040283798823809704,2
10352603,K07317.01,FALSE POSITIVE,0.0,32.77897303,136.182037,0.496,19.1378,410080.0,69.08,588,28.29,2126.1,1,6122,4.487,0.964,296.59042,47.416908,14.52,0.13170384814241862,,,0.09637947251639813,0.11266564433023098,2
11359305,K07441.01,FALSE POSITIVE,0.0,28.48710734,132.872485,1.175,3.77887,37663.0,116.84,963,202.98,658.2,1,6351,3.814,2.385,295.98428,49.130249,13.363,0.09793777634642936,,,0.01319658834217397,0.03595058438456503,2
11391181,K07442.01,FALSE POSITIVE,0.0,8.61733907,139.0692516,0.825,4.05563,185860.0,51.79,796,94.74,1542.6,1,5387,4.482,0.87,284.99454,49.228161,15.257,0.15478634674823885,,,0.029355809639423913,0.0674082971890194,2
11401869,K07443.01,FALSE POSITIVE,0.0,2.16146908,131.8342,0.41,3.643,84.8,0.95,1487,1155.45,11.8,1,6047,4.422,1.013,291.30954,49.242439,15.535,0.9853030430090121,,,0.0018734004631367907,0.0429635563833253,2
11409698,K07444.01,FALSE POSITIVE,0.0,10.26782676,139.1769796,0.277,6.02685,247180.0,73.59,1136,393.02,5758.7,1,6664,4.176,1.44,295.14685,49.28241,13.691,0.12710398048158372,,,0.006405775545859479,0.028534182482600225,2
11411639,K07445.01,CANDIDATE,0.948,6.933574,134.558,0.05,2.43,276.7,1.3,829,111.53,8.0,1,5510,4.584,0.793,295.92404,49.220188,15.804,0.9234262819589574,,,0.024832517575250197,0.15142984968688886,2
11455795,K07446.01,FALSE POSITIVE,0.368,1.057335679,131.792007,0.262,1.5795,47337.0,14.59,1276,623.51,476.0,1,4664,4.594,0.683,292.18417,49.31004,15.414,0.31021644159691075,,,0.003795914306837411,0.03431552169024836,2
11457191,K07447.01,FALSE POSITIVE,0.0,1.149198426,131.817374,1.167,4.1603,37721.0,42.03,1690,1922.43,164.2,1,5858,4.486,0.867,292.92563,49.34734,14.554,0.17391515584302647,,,0.001023799173429913,0.013343694870575578,2
2301068,K06263.01,CANDIDATE,0.994,8.60965352,134.38829,0.213,2.218,63.2,3.33,1550,1365.41,9.9,1,5418,3.447,4.233,291.02719,37.613911,12.765,0.6438563697897729,,,0.0015420893156195352,0.03151006233961446,2
2305372,K06264.01,FALSE POSITIVE,0.0,1.40469182,131.552084,0.597,6.26327,702440.0,217.25,2263,6187.57,2651.1,1,6230,4.043,1.863,291.99033,37.672749,13.821,0.0689260155485148,,,0.0002475785975406099,0.004130932856336879,2
2306740,K06265.01,FALSE POSITIVE,0.0,10.30698279,143.7331641,0.564,11.4277,341790.0,81.21,960,200.8,3691.9,1,5912,4.225,1.217,292.26981,37.6982,13.545,0.1202486053355924,,,0.013374577488514205,0.04010329525047341,2
2308957,K06266.01,FALSE POSITIVE,0.0,1.109841858,132.1655985,0.12,8.11952,300710.0,177.78,2944,17830.7,2082.6,1,5788,3.607,3.211,292.75183,37.603539,14.52,0.07722631386254523,,,6.611611292592954e-05,0.0022596246786113217,2
2422820,K06267.01,CANDIDATE,1.0,13.8911152,137.3481,0.168,5.062,204.9,1.12,674,48.8,10.3,1,5472,4.499,0.79,286.13458,37.799881,15.365,0.9673322272612818,,,0.05715320053017727,0.23513003373445734,2
2437452,K06268.01,FALSE POSITIVE,0.0,7.234965722,134.582307,0.548,7.0245,164850.0,34.03,843,119.12,671.3,1,5653,4.573,0.798,290.22617,37.75964,16.981,0.19554927910438183,,,0.02316520362283512,0.0673048205461661,2
2437804,K06269.01,FALSE POSITIVE,0.0,7.45301717,131.77618,0.035,3.685,551.5,37.37,2595,10730.53,18.3,1,4475,2.329,16.755,290.25357,37.759418,14.158,0.18565718959338678,,,0.00012509050706565318,0.004819123570382986,2
4180396,K06394.01,FALSE POSITIVE,0.0,3.684337918,132.61121,1.045,2.1931,76.7,12.52,2481,8964.2,31.4,1,9609,4.149,2.108,296.54669,39.226372,10.483,0.33645763145101043,,,0.00015667343470591013,0.007260438881530858,2
4245897,K06395.01,FALSE POSITIVE,0.0,11.2570616,140.81576,0.0,29.059,690240.0,162.84,1272,619.07,655.2,1,6915,4.012,1.875,286.3909,39.334389,12.538,0.08116480173714495,,,0.0038505449598897133,0.01767848178575896,2
4252226,K06396.01,FALSE POSITIVE,0.0,21.85896329,151.2628164,0.969,6.32492,117110.0,114.63,925,172.73,2951.2,1,5923,3.904,2.06,288.72693,39.337742,13.916,0.09900038828137693,,,0.01567523962929395,0.039393588433953665,2
4261960,K06397.01,FALSE POSITIVE,0.0,1.461270059,131.78154,1.288,16.467,3348.7,26.29,1253,583.36,131.0,1,5226,4.651,0.674,291.49063,39.388592,15.722,0.225457705165802,,,0.004123051252730431,0.030488910668004986,2
4269252,K06398.01,FALSE POSITIVE,0.0,9.4022333,134.8876,0.019,2.79,316.0,23.61,2309,6719.57,9.8,1,4597,2.42,13.874,293.27979,39.393318,10.59,0.23914068984819653,,,0.0002240804554693603,0.0073202974463091935,2
4274071,K06399.01,CANDIDATE,0.827,6.76890076,133.07724,0.15,3.616,123.1,1.24,1017,253.3,10.8,1,5737,4.327,1.125,294.40472,39.351681,14.725,0.9374448489778123,,,0.010424393634347948,0.09885491447690692,2
4281895,K06400.01,FALSE POSITIVE,0.0,9.543584955,137.7738831,0.985,3.72007,68184.0,77.97,1141,401.55,3442.2,1,5537,3.837,1.785,296.05179,39.39497,12.256,0.1230364179939815,,,0.006281706208410114,0.02780069478939934,2
4282390,K06401.01,CANDIDATE,0.998,1.96134311,132.30563,1.159,11.856,207.8,41.53,2167,5197.02,59.5,1,6221,3.935,2.198,296.14655,39.396938,13.749,0.17507765837270217,,,0.0003066691625744673,0.0073274087424310685,2
5095269,K06518.01,FALSE POSITIVE,0.0,18.61195725,133.8661994,0.952,4.24721,124830.0,65.5,829,111.83,2671.7,1,6492,4.32,1.17,290.55194,40.23502,13.528,0.13569966005744005,,,0.024832517575250197,0.05804967005360028,2
